like1_1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation1_63,simulation1_64,simulation1_65,simulation1_66,simulation1_67,simulation1_68,simulation1_69,simulation1_70,simulation1_71,simulation1_72,simulation1_73,simulation1_74,simulation1_75,simulation1_76,simulation1_77,simulation1_78,simulation1_79,simulation1_80,simulation1_81,simulation1_82,simulation1_83,simulation1_84,simulation1_85,simulation1_86,simulation1_87,simulation1_88,simulation1_89,simulation1_90,simulation1_91,simulation1_92,simulation1_93,simulation1_94,simulation1_95,simulation1_96,simulation1_97,simulation1_98,simulation1_99,simulation1_100,simulation1_101,simulation1_102,simulation1_103,simulation1_104,simulation1_105,simulation1_106,simulation1_107,simulation1_108,simulation1_109,simulation1_110,simulation1_111,simulation1_112,simulation1_113,simulation1_114,simulation1_115,simulation1_116,simulation1_117,simulation1_118,simulation1_119,simulation1_120,simulation1_121,simulation1_122,simulation1_123,simulation1_124,simulation1_125,simulation1_126,simulation1_127,simulation1_128,simulation1_129,simulation1_130,simulation1_131,simulation1_132,simulation1_133,simulation1_134,simulation1_135,simulation1_136,simulation1_137,simulation1_138,simulation1_139,simulation1_140,simulation1_141,simulation1_142,simulation1_143,simulation1_144,simulation1_145,simulation1_146,simulation1_147,simulation1_148,simulation1_149,simulation1_150,simulation1_151,simulation1_152,simulation1_153,simulation1_154,simulation1_155,simulation1_156,simulation1_157,simulation1_158,simulation1_159,simulation1_160,simulation1_161,simulation1_162,simulation1_163,simulation1_164,simulation1_165,simulation1_166,simulation1_167,simulation1_168,simulation1_169,simulation1_170,simulation1_171,simulation1_172,simulation1_173,simulation1_174,simulation1_175,simulation1_176,simulation1_177,simulation1_178,simulation1_179,simulation1_180,simulation1_181,simulation1_182,simulation1_183,simulation1_184,simulation1_185,simulation1_186,simulation1_187,simulation1_188,simulation1_189,simulation1_190,simulation1_191,simulation1_192,simulation1_193,simulation1_194,simulation1_195,simulation1_196,simulation1_197,simulation1_198,simulation2_1,chain
-2.662,-0.00747,0.0001261,0.02885,1.286,0.2212,0.799,0.4478,18.33,4.84,0.0,0.0,0.0,0.0,0.0712,0.1769,0.2617,0.3362,0.352,0.0,0.0,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.2141,0.2747,0.2896,0.3372,0.3584,0.3584,0.2673,0.10474,0.0,0.0,0.1396,0.1663,0.3584,0.3584,0.2435,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.256,0.2844,0.3157,0.3584,0.3315,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.1769,0.1932,0.2472,0.3157,0.3584,0.3845,0.3845,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1932,0.2151,0.3372,0.3584,0.3845,0.3845,0.1173,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2435,0.3584,0.3845,0.3845,0.3567,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1815,0.2472,0.3584,0.3845,0.3845,0.3845,0.3892,0.3892,0.392,0.392,0.392,0.3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1663,0.2043,0.256,0.392,0.3362,0.392,0.392,0.081,0.0666,0.0666,0.0666,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.2472,0.3157,0.367,0.3855,0.3157,0.392,0.392,0.3372,0.392,0.3594,0.0,0.0,0.0,0.0,-0.2401,1.0
-2.674,-0.006046,9.44e-05,0.04492,1.164,0.219,0.8687,0.529,7.734,7.28,0.0,0.0,0.0,0.0,0.0,0.09216,0.2328,0.2896,0.3074,0.0,0.0,0.1494,0.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2361,0.268,0.3074,0.3315,0.3362,0.3315,0.1573,0.0,0.0,0.1871,0.1406,0.3362,0.3362,0.2253,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2505,0.2844,0.3584,0.326,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1406,0.1583,0.2151,0.2673,0.3567,0.3584,0.3584,0.3584,0.0,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1769,0.3157,0.347,0.3584,0.3584,0.0,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3584,0.3584,0.3584,0.3567,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0666,0.0666,0.0666,0.0,0.0,0.068,0.1583,0.2151,0.3594,0.3594,0.3594,0.3594,0.3752,0.3845,0.3845,0.3845,0.3845,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.1681,0.2374,0.3845,0.352,0.3892,0.3892,0.0,0.1648,0.1648,0.2104,0.2104,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3157,0.365,0.3892,0.3127,0.3892,0.392,0.392,0.392,0.392,0.0,0.0,0.0,0.0,-0.2803,1.0
-2.658,-0.00536,0.0001888,0.03882,1.166,0.27,0.887,0.467,7.97,3.38,0.0,0.0,0.0,0.0,0.0,0.1355,0.2188,0.3157,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2397,0.2776,0.3362,0.3584,0.2151,0.2104,0.0,0.0,0.07263,0.2188,0.1122,0.3584,0.3584,0.1871,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,0.2705,0.2896,0.3845,0.3157,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.1769,0.0712,0.2141,0.2207,0.3074,0.3892,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1815,0.3174,0.3584,0.392,0.392,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3584,0.392,0.4014,0.3584,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1681,0.256,0.3875,0.3875,0.392,0.4026,0.4026,0.4026,0.4026,0.4026,0.3132,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1471,0.2151,0.352,0.4026,0.352,0.4102,0.4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3372,0.3584,0.392,0.29,0.412,0.412,0.2141,0.3845,0.2207,0.0,0.0,0.0,0.0,-0.23,1.0
-2.662,-0.006485,0.00011504,0.03085,1.35,0.1813,0.8374,0.515,7.133,4.336,0.0,0.0,0.0,0.0,0.0,0.1494,0.2462,0.3157,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2462,0.2844,0.3315,0.3567,0.3562,0.2673,0.0,0.0,0.0,0.0712,0.1243,0.3567,0.3567,0.2253,0.3594,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,0.2705,0.2896,0.3845,0.3157,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1583,0.1815,0.2239,0.3157,0.3845,0.3845,0.3845,0.3892,0.0,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2141,0.327,0.3584,0.392,0.392,0.0,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.3584,0.392,0.392,0.3372,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1494,0.2207,0.3594,0.3855,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1396,0.1871,0.2673,0.392,0.3127,0.4014,0.3953,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3074,0.3584,0.3752,0.31,0.3953,0.3953,0.3025,0.3953,0.2673,0.0,0.0,0.0,0.0,-0.3132,1.0
-2.67,-0.00551,0.0001071,0.01511,1.249,0.3271,0.7847,0.406,22.89,3.387,0.0,0.0,0.0,0.0,0.0,0.1285,0.2412,0.3464,0.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2043,0.2705,0.2896,0.3567,0.3584,0.2374,0.1881,0.0,0.0,0.0,0.0712,0.0712,0.3584,0.3584,0.1815,0.392,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.2673,0.3157,0.3906,0.3157,0.3953,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1285,0.1681,0.2207,0.3157,0.3845,0.3953,0.3953,0.3953,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1769,0.2141,0.3362,0.3845,0.4026,0.4102,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3584,0.4102,0.4102,0.3315,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.2207,0.3845,0.3906,0.412,0.412,0.412,0.412,0.421,0.421,0.2983,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2374,0.4026,0.3157,0.421,0.4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3315,0.3567,0.3953,0.2761,0.4255,0.4255,0.2141,0.3584,0.2151,0.0,0.0,0.0,0.0,-0.2966,1.0
-2.678,-0.007008,4.17e-05,0.01878,1.29,0.3398,0.8145,0.4124,14.23,3.523,0.0,0.0,0.0,0.0,0.0,0.1663,0.2435,0.3372,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1815,0.2435,0.2896,0.3362,0.3584,0.2207,0.1881,0.0,0.0,0.0,0.0,0.0,0.3567,0.3584,0.2253,0.3845,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.268,0.2896,0.392,0.326,0.392,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1173,0.1583,0.2207,0.3074,0.3845,0.392,0.3906,0.3906,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1932,0.3315,0.3584,0.3953,0.4026,0.0712,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3584,0.4026,0.4026,0.3074,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.2207,0.3733,0.3855,0.392,0.4026,0.4026,0.412,0.412,0.412,0.2128,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1815,0.2673,0.412,0.3213,0.412,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3157,0.3584,0.3892,0.3127,0.421,0.421,0.2141,0.3562,0.07263,0.0,0.0,0.0,0.0,-0.2305,1.0
-2.676,-0.00685,9.84e-05,0.03232,1.103,0.2805,0.8037,0.461,22.86,4.19,0.0,0.0,0.0,0.0,0.0,0.1494,0.2487,0.3315,0.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.2141,0.2747,0.3074,0.3584,0.3752,0.38,0.2673,0.081,0.0,0.0,0.1471,0.1494,0.3752,0.3845,0.2397,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2896,0.3157,0.3855,0.3389,0.3855,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1573,0.1815,0.2207,0.3074,0.3584,0.3892,0.3892,0.3892,0.0,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1871,0.2207,0.3362,0.3584,0.3892,0.3892,0.09216,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3845,0.3892,0.3892,0.3845,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1871,0.256,0.3892,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.1932,0.2449,0.392,0.3752,0.392,0.392,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.2239,0.3362,0.38,0.392,0.3157,0.392,0.392,0.3557,0.4014,0.3584,0.0,0.0,0.0,0.0,-0.3098,1.0
-2.674,-0.00707,5.54e-05,0.05237,1.425,0.1915,0.796,0.5396,8.234,3.113,0.0,0.0,0.0,0.0,0.0,0.0996,0.2328,0.2896,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2207,0.256,0.3157,0.3362,0.2141,0.2104,0.0,0.0,0.0,0.0,0.0,0.3362,0.3362,0.2328,0.3584,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.2239,0.2673,0.3594,0.3157,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2151,0.2896,0.347,0.3845,0.3845,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.1815,0.3157,0.347,0.3845,0.3906,0.0712,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3362,0.3906,0.3906,0.3315,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.2141,0.3567,0.3855,0.392,0.3906,0.3906,0.3906,0.3906,0.3906,0.0633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2207,0.3845,0.31,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.2673,0.3372,0.3584,0.3127,0.3953,0.3953,0.1871,0.3362,0.068,0.0,0.0,0.0,0.0,-0.2825,1.0
-2.674,-0.006508,0.0001829,0.0705,1.221,0.1849,0.8276,0.4294,14.37,3.426,0.0,0.0,0.0,0.0,0.0,0.1285,0.2397,0.3157,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1932,0.2462,0.2896,0.3372,0.3567,0.2374,0.3315,0.0,0.0,0.0,0.1815,0.1406,0.3584,0.3584,0.2328,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.2747,0.2896,0.3584,0.3315,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0666,0.068,0.2151,0.2896,0.3567,0.3845,0.3845,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.1932,0.326,0.3372,0.3892,0.392,0.0712,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.3584,0.392,0.392,0.3567,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1406,0.2207,0.38,0.3875,0.392,0.392,0.392,0.392,0.392,0.392,0.3892,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1815,0.2673,0.392,0.3372,0.392,0.392,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3157,0.3733,0.3892,0.3157,0.392,0.392,0.2524,0.3892,0.2896,0.0,0.0,0.0,0.0,-0.2449,1.0
-2.688,-0.007004,5.67e-05,0.03375,1.407,0.2462,0.806,0.5845,5.285,4.574,0.0,0.0,0.0,0.0,0.0,0.1396,0.2397,0.3157,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1815,0.2397,0.2896,0.3157,0.3362,0.3362,0.2104,0.0,0.0,0.0,0.0,0.0,0.3362,0.3567,0.2253,0.3594,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.256,0.2896,0.3845,0.3157,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1285,0.1769,0.2239,0.3157,0.3845,0.3892,0.3892,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2141,0.3213,0.3584,0.392,0.3906,0.0712,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3584,0.3906,0.3906,0.3157,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2151,0.3845,0.392,0.3906,0.3906,0.3906,0.3906,0.3953,0.3953,0.3953,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1681,0.2239,0.3845,0.3127,0.3953,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3074,0.3372,0.3845,0.3127,0.3953,0.3953,0.2673,0.4026,0.2207,0.0,0.0,0.0,0.0,-0.2869,1.0
-2.686,-0.006336,0.0001315,0.0406,1.287,0.2034,0.829,0.4902,9.43,3.926,0.0,0.0,0.0,0.0,0.0,0.1471,0.2397,0.3157,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2487,0.2896,0.3372,0.3584,0.3567,0.2673,0.0,0.0,0.0,0.09076,0.1243,0.3584,0.3584,0.2253,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.2776,0.2896,0.3845,0.3157,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1583,0.1871,0.2207,0.3157,0.3845,0.3892,0.3892,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.2141,0.3315,0.3584,0.392,0.392,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.3584,0.392,0.392,0.3372,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.2207,0.3752,0.3855,0.392,0.3953,0.3953,0.3953,0.4026,0.4026,0.4026,0.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1355,0.1932,0.3074,0.4026,0.3174,0.4026,0.4026,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3157,0.3584,0.3892,0.3127,0.4026,0.4026,0.2673,0.4026,0.2374,0.0,0.0,0.0,0.0,-0.3345,1.0
-2.69,-0.00711,0.0001808,0.01865,1.314,0.1913,0.783,0.4482,21.38,4.703,0.0,0.0,0.0,0.0,0.09076,0.1815,0.2705,0.3372,0.3567,0.0,0.0,0.07263,0.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2341,0.2844,0.3213,0.3567,0.3584,0.3584,0.3567,0.1406,0.0,0.1015,0.1681,0.1663,0.3584,0.3584,0.2397,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.2776,0.2896,0.3362,0.3845,0.327,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.0,0.1932,0.2141,0.2141,0.2732,0.3315,0.3845,0.3892,0.3892,0.3892,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1815,0.2141,0.2472,0.3372,0.3594,0.392,0.392,0.09216,0.2673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.256,0.3584,0.392,0.392,0.3372,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2141,0.2715,0.38,0.3892,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1355,0.1663,0.2141,0.2896,0.392,0.326,0.392,0.392,0.081,0.0666,0.068,0.08936,0.08936,0.08936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2896,0.3372,0.3594,0.392,0.3157,0.392,0.392,0.3584,0.392,0.3845,0.0,0.0,0.0,0.0,-0.2969,1.0
-2.684,-0.00528,0.0001252,0.043,1.156,0.308,0.8325,0.537,9.23,4.375,0.0,0.0,0.0,0.0,0.0,0.0712,0.2188,0.3074,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2341,0.2793,0.3372,0.352,0.3562,0.2104,0.0,0.0,0.0,0.1396,0.09216,0.3567,0.3567,0.1815,0.3584,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2715,0.2896,0.3752,0.3157,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.07263,0.1396,0.2151,0.2673,0.3594,0.3892,0.3892,0.3892,0.0,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1871,0.3127,0.3584,0.3906,0.3906,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3584,0.3906,0.3906,0.3567,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.2207,0.3855,0.392,0.3906,0.3906,0.3906,0.3953,0.3953,0.3953,0.3953,0.1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1583,0.2374,0.3953,0.352,0.4026,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3157,0.3584,0.3906,0.29,0.4026,0.4026,0.2756,0.412,0.2374,0.0,0.0,0.0,0.0,-0.26,1.0
